timestamp,symbol,side,qty,price,pnl
2025-07-07 17:41:39,MARK:C-BTC-69000-20240601,SELL,0.1,0.0,0.0
2025-07-07 17:41:39,MARK:P-BTC-69000-20240601,SELL,0.1,0.0,0.0
2025-07-07 17:41:39,MARK:C-BTC-69000-20240601,BUY,0.1,500.05,-50.01
2025-07-07 17:41:39,MARK:P-BTC-69000-20240601,BUY,0.1,300.03,-80.01
